,first_word,first_onset,last_word,last_offset
(S (NP (S (S (VP (ADVP (AD 同样)) (QP (CD 一) (CLP (M 个))) (ADVP (AD 太)) (VP (VV 爱) (NP (NN 喝酒))))) (DEC 的)) (NP (NN 探察家))) (VP (ADVP (AD 也)) (VP (VC 是) (NP (PRP 如此))))) ,同样,139.77,如此,144.33
(S (S (NP (PRP 这)) (VP (ADVP (AD 又)) (VP (VC 是) (VP (VV 为什么))))) (S (NP (NN 小王子)) (VP (VV 说)))),这,145.11,说,148.09
(S (PP (P 因为) (S (NP (S (S (VP (ADVP (AD 喝)) (VP (VV 醉) (AS 了) (NP (NN 酒))))) (DEC 的)) (NP (NN 人))) (VP (BA 把) (S (QP (CD 一) (CLP (M 个))) (VP (VV 看成) (QP (CD 两) (CLP (M 个)))))))) (ADVP (AD 那么)) (NP (NN 地理学家)) (VP (ADVP (AD 就)) (VP (VV 会) (VP (BA 把) (S (NP (DNP (NP (QP (ADVP (AD 只有)) (QP (CD 一) (CLP (M 座)))) (NP (NN 山))) (DEG 的)) (NP (NN 地方))) (VP (VP (VV 写)) (VP (VV 成) (NP (QP (CD 两) (CLP (M 座))) (NP (NN 山)))))))))) ,因为,148.88,山,159.53
(S (S (S (NP (PRP 我)) (VP (VV 认识) (NP (QP (CD 一) (CLP (M 个))) (NP (NN 人))))) (S (S (S (NP (PRP 他)) (VP (ADVP (AD 要是)) (VP (VV 搞) (NP (NN 探察))))) (SP (SP 的) (SP 话))) (S (VP (ADVP (AD 就)) (VP (ADVP (AD 很)) (VP (VV 可能) (VP (VC 是) (NP (CLP (M 个)) (NP (S (S (VP (ADVP (AD 不)) (VP (VA 好)))) (DEC 的)) (NP (NN 探察员))))))))))) (S (NP (NN 小王子)) (VP (VV 说)))) ,我,160.07,说,166.66
(S (NP (PRP 这)) (VP (VC 是) (NP (S (S (VP (VV 可能))) (DEC 的))))) ,这,167.36,的,168.67
(S (ADVP (AD 因此)) (S (ADVP (CS 如果)) (S (NP (DNP (NP (NN 探察家)) (DEG 的)) (NP (NN 品德))) (VP (VA 不错)))) (VP (ADVP (AD 就)) (PP (P 对) (NP (DNP (NP (PRP 他)) (DEG 的)) (NP (NN 发现)))) (VP (VV 进行) (NP (NN 调查))))) ,因此,169.22,调查,175.31
(S (S (VP (VV 去) (QP (CD 看一看)))) (SP 吗)) ,去,175.97,吗,176.74
(S (ADVP (AD 不)) (NP (PRP 那)) (VP (ADVP (AD 太)) (VP (VA 复杂) (AS 了)))) ,不,177.53,了,179.46
(S (ADVP (AD 但是)) (VP (VV 要求) (S (S (NP (NN 探察家)) (VP (VV 提出) (NP (NN 证据)))) (SP 来)))),但是,180.05,来,182.77
(S (ADVP (AD 例如)) (S (ADVP (CS 假使)) (S (NP (PRP 他)) (VP (VV 发现) (AS 了) (NP (QP (CD 一) (CLP (M 座))) (NP (NN 大山)))))) (VP (ADVP (AD 就)) (VP (VV 要求) (NP (PRP 他)) (S (VP (VV 带) (NP (QP (CD 一些)) (ADJP (JJ 大)) (NP (NN 石头)))))))) ,例如,183.34,石头,188.71
(S (NP (NN 地理学家) (NN 忽然)) (VP (VCD (VV 忙乱) (VV 起来)))) ,地理学,189.68,起来,191.31
(S (VP (ADVP (AD 正好)) (VP (NP (PRP 你)) (VP (VC 是) (NP (DNP (PP (P 从) (LCP (NP (ADJP (JJ 老)) (NP (NN 远))) (LC 来))) (DEG 的)) (NP (NN 么))))))) ,正好,191.84,么,194.12
(S (NP (PRP 你)) (VP (VC 是) (NP (CLP (M 个)) (NP (NN 探察家))))) ,你,194.58,探察,195.69
(S (S (NP (PRP 你)) (VP (MSP 来) (VP (VV 给) (NP (NP (PRP 我)) (LCP (NP (NN 介绍)) (LC 下)) (DNP (NP (PRP 你)) (DEG 的)) (NP (NN 星球)))))) (SP 吧)) ,你,196.26,吧,198.6
(S (ADVP (AD 于是)) (S (NP (DNP (VP (ADVP (AD 已经)) (VP (VV 打开) (NP (NN 登记簿)))) (DEG 的)) (NP (NN 地理学家))) (VP (VP (VP (VV 削) (VV 起)) (NP (DNP (NP (PRP 他)) (DEG 的)) (NP (NN 铅笔)))) (VV 来)))) ,于是,199.06,来,203.14
(S (S (NP (PRP 他)) (VP (ADVP (AD 首先)) (VP (VC 是) (NP (S (S (VP (PP (P 用) (NP (NN 铅笔))) (VP (VV 记) (NP (DP (DT 下)) (NP (NN 探察家)))))) (DEC 的)) (NP (NN 叙述)))))) (S (LCP (S (NP (NN 等到) (NN 探察家)) (VP (VV 提出) (AS 了) (NP (NN 证据)))) (LC 以后)) (VP (ADVP (AD 再)) (PP (P 用) (NP (NN 墨水笔))) (VP (VCD (VV 记) (VV 下来)))))) ,他,203.97,下来,210.22
(S (NP (NN 怎么样)) (VP (ADVP (AD 地理学家)) (VP (VV 询问) (NP (NN 道))))) ,怎么样,211.71,道,214.42
(S (S (IJ 啊) (S (NP (NP (PRP 我)) (NP (PRP 那里))))) (S (NP (NN 小王子)) (VP (VV 说道)))) ,啊,214.76,说道,217.4
(S (VP (VE 没有) (NP (QP (CD 多)) (ADJP (JJ 大)) (NP (NN 意思))))) ,没有,218.01,意思,219.11
(S (NP (NN 那儿)) (VP (ADVP (AD 很)) (VP (VA 小)))) ,那儿,219.59,小,220.33
(S (NP (PRP 我)) (VP (VE 有) (NP (QP (CD 三) (CLP (M 座))) (NP (NN 火山))))) ,我,220.78,火山,221.92
(S (S (QP (CD 两) (CLP (M 座))) (VP (VC 是) (DNP (ADJP (JJ 活)) (DEG 的)))) (S (QP (CD 一) (CLP (M 座))) (VP (VC 是) (NP (S (S (VP (VV 熄灭) (AS 了))) (DEC 的)))))) ,两,222.33,的,225.22
(S (ADVP (AD 但是)) (VP (ADVP (AD 也)) (ADVP (AD 很)) (ADVP (AD 难)) (VP (VV 说)))) ,但是,225.66,说,226.74
(S (VP (ADVP (AD 很)) (ADVP (AD 难)) (VP (VV 说) (S (VP (VV 地理学家) (NP (NN 说道))))))) ,很,227,说道,229.91
(S (NP (PRP 我)) (VP (ADVP (AD 还)) (VP (VE 有) (NP (QP (CD 一) (CLP (M 朵))) (NP (NN 花儿)))))) ,我,230.58,花,231.55
(S (S (NP (PRP 我们)) (VP (VC 是) (NP (S (S (VP (ADVP (AD 不)) (VP (VV 记载) (NP (NN 花卉))))) (DEC 的))))) (S (NP (NR 地理学家)) (VP (VV 说)))) ,我们,232.25,说,235.88
(S (NP (PRP 这)) (VP (VP (VC 是)) (ADVP (AD 为什么)))) ,这,236.54,为什么,237.41
(S (NP (NN 花)) (VP (VC 是) (NP (S (S (VP (LCP (NP (DNP (NP (PRP 我)) (DEG 的)) (NP (NN 星球))) (LC 上)) (ADVP (AD 最)) (VP (VA 美丽)))) (DEC 的)) (NP (NN 东西))))) ,花,237.94,东西,240.57
(S (PP (P 因为) (S (NP (NN 花卉)) (VP (VC 是) (NP (S (S (VP (VA 短暂))) (DEC 的))))))) ,因为,241.31,的,244.18
(S (NP (PRP 什么)) (VP (VV 叫) (S (VP (VA 短暂))))) ,什么,244.83,短暂,246.54
(S (NP (NN 地理学) (NN 书籍)) (VP (VP (VC 是) (NP (LCP (NP (DP (DT 所有)) (NP (NN 书))) (LC 中)) (DNP (ADJP (ADVP (AD 最)) (ADJP (JJ 严肃))) (DEG 的)) (NP (NN 书)))) (VP (VV 地理学家) (NP (NN 说道))))) ,地理学,247.55,说道,253.36
(S (NP (DP (DT 这) (CLP (M 类))) (NP (NN 书))) (VP (VC 是) (NP (S (S (VP (ADVP (AD 从不)) (VP (VSB (VV 会) (VV 过时))))) (DEC 的))))) ,这,254.04,的,256.75
(S (S (VP (ADVP (AD 很)) (VP (VA 少)))) (VP (VP (VV 会) (VP (VV 发生) (NP (QP (CD 一) (CLP (M 座))) (NP (NN 山))))) (VP (VV 变换) (AS 了) (NP (NN 位置))))) ,很,257.36,位置,260.6
(S (S (VP (ADVP (AD 很)) (VP (VA 少)))) (VP (VV 会) (VP (VV 出现) (NP (DNP (NP (QP (CD 一) (CLP (M 个))) (NP (NN 海洋) (NN 干涸))) (DEG 的)) (NP (NN 现象)))))) ,很,260.93,现象,264.48
(S (NP (PRP 我们)) (VP (VV 要) (VP (VV 写) (NP (S (S (VP (VA 永恒))) (DEC 的)) (NP (NN 东西)))))) ,我们,265.21,东西,268.23
(S (S (ADVP (AD 但是)) (S (S (NP (S (S (VP (VV 熄灭))) (DEC 的)) (NP (NN 火山))) (VP (ADVP (AD 也)) (VP (VV 可能) (VP (VV 会) (VP (ADVP (AD 再)) (VP (VV 复苏))))))) (SP 的))) (S (NP (NN 小王子)) (VP (VP (VV 打断) (AS 了)) (NP (NN 地理学家))))) ,但是,269.04,地理学,275.28
(S (NP (PRP 什么)) (VP (VV 叫) (S (VP (VA 短暂))))) ,什么,276.03,短暂,277.49
(S (S (NP (NN 火山)) (VP (VP (VC 是) (NP (S (S (VP (VV 熄灭) (AS 了))) (DEC 的)))) (VP (ADVP (AD 也)) (VP (VA 好))))) (S (NP (S (S (VP (VA 苏醒))) (DEC 的))) (VP (ADVP (AD 也)) (VP (VA 好)))) (S (NP (PRP 这)) (VP (PP (P 对) (NP (NP (PRP 我们)) (NP (DP (DT 这些)) (NP (NN 人))) (NP (NN 来讲)))) (ADVP (AD 都)) (VP (VC 是) (NP (QP (CD 一) (CLP (M 回))) (NP (NN 事)))))) (S (NP (NR 地理学家)) (VP (VV 说)))) ,火山,278.33,说,286.98
(S (S (VP (PP (P 对) (NP (PRP 我们))) (VP (MSP 来) (VP (VV 说))))) (VP (DVP (VP (VA 重要)) (DEC 的)) (VP (VC 是) (NP (NN 山))))) ,对,287.49,山,290.48
(S (NP (NN 山)) (VP (VC 是) (NP (S (S (VP (VV 不会) (NP (NN 变换) (NN 位置)))) (DEC 的))))) ,山,291.18,的,294.32
(S (S (ADVP (AD 但是)) (S (NP (NN 短暂)) (VP (VC 是) (NP (NP (PRP 什么)) (NP (NN 意思)))))) (S (NP (NN 小王子)) (VP (DVP (VP (VA 再三)) (DEV 地)) (VP (VV 问道))))) ,但是,295.2,问道,300.2
(S (NP (PRP 他)) (VP (ADVP (CS 一旦)) (VP (VV 提出) (S (NP (QP (CD 一) (CLP (M 个))) (NP (NN 问题))) (VP (VC 是) (NP (S (S (VP (ADVP (AD 从)) (ADVP (AD 不)) (VP (VV 放过)))) (DEC 的)))))))) ,他,300.77,的,303.41
(S (NP (NN 意思)) (VP (ADVP (AD 就)) (VP (VC 是) (NP (S (S (VP (VE 有) (S (S (VP (ADVP (AD 很)) (VP (VA 快)))) (VP (ADVP (AD 就)) (VP (VSB (VV 会) (VV 消失))))))) (DEC 的)) (NP (NN 危险)))))) ,意思,304.17,危险,308.87
(S (S (NP (DNP (NP (PRP 我)) (DEG 的)) (NP (NN 花))) (VP (VC 是) (NP (S (S (VP (ADVP (AD 很)) (VP (VA 快) (S (VP (ADVP (AD 就)) (VP (VSB (VV 会) (VV 消失)))))))) (DEC 的))))) (SP 吗)) ,我,309.85,吗,312.66
(S (VP (ADVP (PRP 那)) (VP (AD 当然)))) ,那,313.26,当然,314.79
(S (NP (NN 小王子)) (VP (DVP (VP (VA 自言自语)) (DEV 地)) (VP (VV 说) (S (S (S (NP (DNP (NP (PRP 我)) (DEG 的)) (NP (NN 花))) (VP (VC 是) (VP (VA 短暂)))) (SP 的)) (CC 而且) (S (NP (PRP 她)) (VP (VV 只有) (NP (QP (CD 四) (CLP (M 根))) (NP (NN 刺))) (VP (MSP 来) (VP (VV 防御) (NP (NN 外侮)))))) (S (ADVP (AD 可)) (S (NP (PRP 我)) (VP (ADVP (AD 还)) (VP (BA 把) (S (NP (PRP 她)) (VP (ADVP (AD 独自)) (VP (VV 留) (PP (P 在) (LCP (NP (NN 家)) (LC 里)))))))))))))) ,小王子,315.79,里,326.67
(S (NP (PRP 这)) (VP (VC 是) (S (NP (PRP 他)) (VP (QP (OD 第一) (CLP (M 次))) (VP (VV 产生) (AS 了) (NP (NN 后悔))))))) ,这,327.75,后悔,329.81
(S (ADVP (AD 但)) (NP (PRP 他)) (VP (ADVP (AD 又)) (ADVP (AD 重新)) (VP (VCD (VV 振作) (VV 起来))))) ,但,330.54,起来,332.29
(S (S (NP (PRP 您)) (VP (ADVP (AD 是否)) (VP (VV 能) (VP (VV 建议) (NP (PRP 我)) (VP (MSP 去) (VP (VV 看) (NP (CLP (M 些)) (NP (PRP 什么))))))))) (S (NP (NN 小王子)) (VP (VV 问道)))) ,您,332.66,问道,336.69
(S (S (NP (NP (NN 地球)) (DP (DT 这) (CLP (M 颗))) (NP (NN 行星))) (VP (ADVP (AD 地理学家)) (VP (VV 回答)))) (NP (PRP 他)) (VP (VV 说))) ,地球,337.57,说,341.66
(S (NP (DNP (NP (PRP 它)) (DEG 的)) (NP (NN 名望))) (VP (ADVP (AD 很)) (VP (VA 高)))) ,它,342.25,高,345.01
(S (ADVP (AD 于是)) (NP (NN 小王子)) (VP (ADVP (AD 就)) (VP (VV 走) (AS 了)))) ,于是,346.2,了,347.99
(S (NP (PRP 他)) (VP (LST (CD 一边)) (VP (VP (VV 走) (QP (CD 一边))) (VP (VV 想) (AS 着) (NP (DNP (NP (PRP 他)) (DEG 的)) (NP (NN 花))))))) ,他,348.65,花,350.89
(S (NP (QP (OD 第七) (CLP (M 个))) (NP (NN 行星))) (VP (ADVP (AD 于是)) (ADVP (AD 就)) (VP (VC 是) (NP (NN 地球)))) (SP 了)) ,第七,351.83,了,355.13
(S (NP (NN 地球)) (VP (VV 可) (VP (ADVP (AD 不)) (VP (VC 是) (NP (QP (CD 一) (CLP (M 颗))) (S (S (VP (VA 普通))) (DEC 的)) (NP (NN 行星))))))) ,地球,356.02,行星,358.2
(S (S (NP (PRP 它)) (NP (NN 上面)) (VP (VP (VE 有) (NP (QP (CD 一百一十一) (CLP (M 个))) (NP (NN 国王)))) (VP (ADVP (AD 当然)) (VP (VE 没有) (NP (NN 漏掉) (NN 黑人) (NN 国王)))))) (S (NP (QP (CD 七千) (CLP (M 个))) (NP (NN 地理学家))) (NP (QP (CD 九十万) (CLP (M 个))) (NP (NN 实业家))) (VP (NP (QP (CD 七百五十万) (CLP (M 个))) (NP (NN 酒鬼))) (QP (CD 三亿一千一百万) (CLP (M 个))) (VP (VV 爱) (NP (DNP (NP (NN 虚荣)) (DEG 的)) (NP (NN 人))))))) ,它,358.79,人,371.22
(S (VP (ADVP (AD 也)) (ADVP (AD 就)) (VP (VC 是) (NP (S (S (VP (VV 说) (S (VP (ADVP (AD 大约)) (VP (VE 有) (QP (CD 二十亿))))))) (DEC 的)) (NP (NN 大人)))))) ,也,371.85,大人,374.86
(S (PP (P 为了) (S (VP (VV 使) (NP (PRP 你们)) (S (VP (PP (P 对) (NP (DNP (NP (NN 地球)) (DEG 的)) (NP (NN 大小)))) (VP (VE 有) (NP (QP (CD 一) (CLP (M 个))) (NP (NN 概念))))))))) (NP (PRP 我)) (VP (VV 想) (S (VP (VV 要) (VP (VV 告诉) (NP (PRP 你们)) (S (VP (PP (P 在) (LCP (S (VP (VV 发明) (NP (NN 电)))) (LC 之前))) (PP (P 在) (LCP (NP (QP (CD 六) (CLP (M 个))) (NP (NN 大洲))) (LC 上))) (PP (P 为了) (S (NP (NN 点)) (VP (VV 路灯)))) (VP (VV 需要) (S (VP (VV 维持) (NP (DNP (NP (NP (QP (CD 一) (CLP (M 支))) (NP (NN 为数))) (QP (CD 四十六万二千五百一十一)) (NP (NN 人))) (DEG 的)) (ADJP (JJ 真正)) (NP (NN 大军))))))))))))) ,为了,375.88,大军,389.58
(S (S (VP (PP (P 从) (NP (S (S (VP (ADVP (AD 稍)) (VP (VA 远)))) (DEC 的)) (NP (NN 地方)))) (VP (VV 看) (NP (NT 过去))))) (S (NP (PRP 它)) (VP (PP (P 给) (NP (NN 人))) (PP (P 以) (QP (CD 一) (CLP (M 种)))) (VP (VV 壮丽) (NP (S (S (VP (VA 辉煌))) (DEC 的)) (NP (NN 印象))))))) ,从,390.18,印象,394.44
(S (NP (DNP (NP (DP (DT 这) (CLP (M 支))) (NP (NN 军队))) (DEG 的)) (NP (NN 行动))) (VP (S (VP (ADVP (AD 就)) (PP (P 像) (NP (DNP (NP (NN 歌剧院)) (DEG 的)) (ADJP (JJ 芭蕾舞)) (NP (NN 动作)))) (VP (VA 一样)))) (ADVP (AD 那么)) (VP (VV 有条不紊)))) ,这,395.09,有条不紊,399.74
(S (NP (S (S (VP (ADVP (AD 首先)) (VP (VV 出现)))) (DEC 的))) (VP (VC 是) (NP (DNP (NP (NR 新西兰) (CC 和) (NR 澳大利亚)) (DEG 的)) (NP (NN 点灯人))))) ,首先,400.35,点灯,403.24
(S (S (NP (NN 点)) (VP (VV 着) (AS 了) (NP (NN 灯)))) (S (ADVP (AD 随后)) (NP (PRP 他们)) (VP (ADVP (AD 就)) (VP (MSP 去) (VP (VV 睡觉) (AS 了)))))) ,点,403.96,了,406.46
(S (ADVP (AD 于是)) (PP (P 就) (NP (NN 轮))) (VP (PP (P 到) (NP (DNP (NP (NR 中国) (CC 和) (NR 西伯利亚)) (DEG 的)) (NP (NN 点灯人)))) (VP (VV 走上) (NP (NN 舞台))))) ,于是,407.15,舞台,410.3
(S (ADVP (AD 随后)) (NP (PRP 他们)) (VP (ADVP (AD 也)) (PP (NP (NR 藏))) (PP (P 到) (NP (NN 幕布) (NN 后面))) (VP (VV 去) (AS 了)))) ,随后,410.61,了,412.96
(S (ADVP (AD 于是)) (NP (S (S (VP (ADVP (AD 就)) (ADVP (AD 又)) (NP (NN 轮)) (VP (VV 到) (NP (NR 俄罗斯) (CC 和) (NR 印度))))) (DEC 的))) (VP (VV 点灯人) (AS 了))) ,于是,413.7,了,416.75
(S (VP (ADVP (AD 然后)) (ADVP (AD 就)) (VP (VC 是) (NP (DNP (NP (NR 非洲) (CC 和) (NR 欧洲)) (DEG 的)))))) ,然后,417.48,的,419.36
(S (NP (NN 接着)) (VP (VC 是) (NP (DNP (NP (NR 南美)) (DEG 的))))) ,接着,419.92,的,421.25
(S (VP (ADVP (AD 再)) (ADVP (AD 就)) (VP (VC 是) (NP (DNP (NP (NR 北美)) (DEG 的)))))) ,再,421.66,的,422.73
(S (NP (PRP 他们)) (VP (ADVP (AD 从来)) (ADVP (AD 也)) (ADVP (AD 不)) (VP (VV 会) (VP (VRD (VV 搞) (VA 错)) (NP (S (S (NP (PRP 他们)) (VP (VV 上场))) (DEC 的)) (NP (NN 次序))))))) ,他们,423.24,次序,425.69
(S (VP (ADVP (AD 真)) (VP (VV 了不起)))) ,真,426.08,了不起,426.82
(S (NP (NN 北极)) (VP (ADVP (AD 仅)) (VP (VE 有) (NP (QP (CD 一)) (NP (NN 盏) (NN 路灯)))))) ,北极,427.72,路灯,429.36
(S (NP (NR 南极)) (VP (ADVP (AD 也)) (VP (VV 只有) (NP (QP (CD 一)) (NP (NN 盏)))))) ,南极,429.79,盏,431.28
(S (NP (NP (DNP (NP (NN 唯独) (NN 北极)) (DEG 的)) (NP (NN 点灯人))) (CC 和) (NP (NP (PRP 他)) (DNP (NP (NR 南极)) (DEG 的)) (NP (NN 同行)))) (VP (VV 过) (AS 着) (NP (DNP (NP (NN 闲逸) (NN 懒散)) (DEG 的)) (NP (NN 生活))))) ,唯独,431.73,生活,436.28
(S (NP (PRP 他们)) (VP (DP (DT 每) (CLP (M 年))) (ADVP (AD 只)) (VP (VV 工作) (QP (CD 两) (CLP (M 次)))))) ,他们,436.85,次,438.67
(S (PP (P 当) (NP (S (S (NP (NN 人们)) (VP (VV 想) (S (VP (VV 要) (VP (VV 说) (S (VP (VV 得) (QP (CD 俏皮) (CLP (M 些)))))))))) (DEC 的)) (NP (NN 时候)))) (VP (VPT (VV 说话) (AD 就) (VV 可能)) (S (VP (VV 会) (VP (ADVP (AD 不)) (VP (VA 大) (ADVP (AD 实在)))))))) ,当,439.59,实在,443.56
(S (PP (P 在) (NP (S (S (VP (PP (P 给) (NP (PRP 你们))) (VP (VV 讲) (NP (NN 点灯人))))) (DEC 的)) (NP (NN 时候)))) (NP (PRP 我)) (VP (ADVP (AD 就)) (ADVP (AD 不)) (ADVP (AD 那么)) (VP (VA 忠实)))) ,在,444.3,忠实,447.87
(S (VP (ADVP (AD 很)) (VP (VV 可能) (VP (PP (P 给) (NP (S (S (VP (ADVP (AD 不)) (VP (VV 了解) (NP (NP (PRP 我们)) (DP (DT 这)) (NP (NN 星球)))))) (DEC 的)) (NP (NN 人们)))) (VP (VV 造成) (NP (QP (CD 一) (CLP (M 个))) (S (S (VP (VA 错误))) (DEC 的)) (NP (NN 概念)))))))) ,很,448.3,概念,452.22
(S (PP (P 在) (LCP (NP (NN 地球)) (LC 上))) (NP (S (S (NP (NN 人们)) (VP (MSP 所) (VP (VV 占)))) (DEC 的)) (NP (NN 位置))) (VP (ADVP (AD 非常)) (VP (VA 小)))) ,在,452.86,小,455.55
(S (S (NP (S (S (VP (ADVP (CS 如果)) (VP (VV 住) (PP (P 在) (LCP (NP (NN 地球)) (LC 上)))))) (DEC 的)) (QP (CD 二十亿)) (NP (NN 居民))) (VP (VP (ADVP (AD 全)) (VP (VV 站) (AS 着))) (CC 并且) (VP (PP (P 像) (NP (S (VP (VV 开))) (NP (NN 大会)))) (VP (VA 一样))))) (S (PP (P 靠) (S (VP (VV 得) (QP (ADJP (JJ 紧)) (QP (CD 些)))))) (ADVP (AD 那么)) (VP (ADVP (AD 就)) (VP (VV 可以) (VP (DVP (VP (VA 从容)) (DEV 地)) (VP (VV 站) (PP (P 在) (LCP (NP (DNP (NP (QP (CD 一) (CLP (M 个))) (NP (QP (CD 二十)) (NP (NN 海里))) (NP (NN 见方))) (DEG 的)) (NP (NN 广场))) (LC 上))))))))) ,如果,456.14,上,465.22
(S (VP (ADVP (AD 也)) (ADVP (AD 就)) (VP (VC 是) (VP (VP (VV 说) (S (VP (VV 可以)))) (VP (BA 把) (S (NP (ADJP (JJ 整个)) (NP (NN 人类))) (VP (VV 集中) (PP (P 在) (LCP (NP (NP (NR 太平洋) (NR 中)) (QP (CD 一) (CLP (M 个))) (S (S (VP (ADVP (AD 最)) (VP (VA 小)))) (DEC 的)) (NP (NN 岛屿))) (LC 上)))))))))) ,也,465.6,上,470.16
(S (ADVP (AD 当然)) (NP (NN 大人们)) (VP (VC 是) (NP (S (S (VP (ADVP (AD 不会)) (VP (VV 相信) (NP (PRP 你们))))) (DEC 的))))) ,当然,470.9,的,473.76
(S (NP (PRP 他们)) (VP (ADVP (AD 自)) (VP (VV 以为) (S (VP (VV 要) (VP (VV 占) (NP (ADJP (ADVP (AD 很)) (ADJP (JJ 大))) (NP (NN 地方))))))))) ,他们,474.4,地方,476.05
(S (NP (PRP 他们)) (VP (BA 把) (S (NP (PRP 自己)) (VP (VV 看) (DER 得) (VP (ADVP (PP (P 像) (NP (NR 猴面包树))) (ADVP (AD 那样))) (VP (VA 大) (DER 得) (VP (VV 了不起)))))))) ,他们,476.47,了不起,479.47
(S (NP (PRP 你们)) (VP (VV 可以) (VP (VV 建议) (NP (PRP 他们)) (S (VP (VV 计算) (ADVP (AD 一下))))))) ,你们,479.93,一下,481.54
(S (ADVP (AD 这样)) (VP (VV 会) (VP (VV 使) (NP (PRP 他们)) (S (VP (ADVP (AD 很)) (VP (VA 高兴))))))) ,这样,482.04,高兴,483.32
(S (VP (PP (P 因为) (NP (PRP 他们))) (ADVP (AD 非常)) (VP (VV 喜欢) (S (VP (NP (NN 数字))))))) ,因为,484.02,数字,485.75
(S (ADVP (AD 可是)) (NP (PRP 你们)) (VP (VP (ADVP (AD 无需)) (VP (VV 浪费) (NP (NN 时间)))) (VP (MSP 去) (VP (VV 做) (NP (S (S (NP (NN 这种)) (VP (VV 乏味) (DER 得) (VP (VA 连篇累牍)))) (DEC 的)) (NP (NN 演算))))))) ,可是,486.14,演算,490.67
(S (NP (PRP 这)) (VP (VE 没有) (NP (NN 必要)))) ,这,491.07,必要,491.91
(S (NP (PRP 你们)) (VP (VV 可以) (VP (ADVP (AD 完全)) (VP (VV 相信) (NP (PRP 我)))))) ,你们,492.43,我,493.93
(S (S (NP (NN 小王子)) (VP (VP (VV 到) (AS 了)) (LCP (NP (NN 地球)) (LC 上)))) (S (VP (VV 感到) (VP (ADVP (AD 非常)) (VP (VA 奇怪)))))) ,小王子,494.81,奇怪,497.16
(S (NP (PRP 他)) (VP (NP (QP (CD 一) (CLP (M 个))) (NP (NN 人))) (ADVP (AD 也)) (VP (VSB (VV 没有) (VV 看到))))) ,他,497.72,看到,498.94
(S (NP (PRP 他)) (VP (ADVP (AD 正)) (VP (VV 担心) (S (NP (PRP 自己)) (VP (VRD (VV 跑) (VA 错)) (AS 了) (NP (NN 星球))))))) ,他,499.55,星球,501.16
(S (ADVP (AD 这时)) (VP (PP (P 在) (LCP (NP (NN 沙地)) (LC 上))) (VP (VE 有) (S (NP (DNP (NP (QP (CD 一) (CLP (M 个))) (NP (NN 月光色))) (DEG 的)) (NP (NN 圆环))) (VP (ADVP (AD 在)) (VP (VV 蠕动))))))) ,这时,501.71,蠕动,505.1
(S (NP (NN 小王子)) (VP (VP (DVP (VP (ADVP (AD 毫)) (VP (VE 无) (NP (NN 把握)))) (DEV 地)) (VP (VRD (VV 随便) (VV 说)) (AS 了) (NP (NN 声)))) (VP (VV 晚安)))) ,小王子,505.79,晚安,508.96
(S (NP (NR 晚安)) (VP (VV 蛇) (NP (NN 说道)))) ,晚安,509.72,说道,511.81
(S (S (NP (PRP 我)) (VP (VV 落) (PP (P 在) (LCP (NP (DP (DT 什么)) (NP (NN 行星))) (LC 上))))) (S (NP (NN 小王子)) (VP (VV 问道)))) ,我,512.76,问道,515.96
(S (PP (P 在) (LCP (NP (NN 地球)) (LC 上))) (VP (PP (P 在) (NP (NR 非洲))) (ADVP (AD 蛇)) (VP (VV 回答) (NP (NN 道))))) ,在,516.44,道,520.22
(S (ADVP (AD 啊)) (VP (ADVP (AD 怎么)) (ADVP (AD 难道)) (VP (VV 说) (S (VP (LCP (NP (NN 地球)) (LC 上)) (VP (VE 没有) (NP (NN 人)))) (SP 吗))))) ,啊,520.87,吗,524.86
(S (NP (PRP 这里)) (VP (VC 是) (NP (NN 沙漠)))) ,这里,525.61,沙漠,526.93
(S (VP (LCP (NP (NN 沙漠)) (LC 中)) (VP (VE 没有) (NP (NN 人))))) ,沙漠,527.37,人,528.7
(S (S (NP (NN 地球)) (VP (VC 是) (NP (S (S (VP (ADVP (AD 很)) (VP (VA 大)))) (DEC 的))))) (S (NP (NR 蛇)) (VP (VV 说)))) ,地球,529.21,说,532.05
(S (S (NP (NR 小王子)) (VP (VV 坐) (PP (P 在) (LCP (NP (QP (CD 一) (CLP (M 块儿))) (NN 石头)) (LC 上))))) (S (VP (VP (VP (VP (VV 抬眼)) (VP (VV 望) (AS 着))) (NP (NN 天空))) (VP (VV 说道) (S (NP (PRP 我)) (VP (VV 琢磨) (S (S (NP (DP (DT 这些)) (NP (NN 星星))) (VP (VA 闪闪发亮))) (VP (VC 是否) (S (PP (P 为了) (VP (VV 让) (NP (DP (DT 每) (CLP (M 个))) (NP (NN 人))) (VP (VP (NP (NT 将来)) (VP (VE 有) (NP (QP (CD 一)) (NP (NN 天))))) (VP (ADVP (AD 都)) (VP (VV 能) (VP (ADVP (AD 重新)) (VP (VV 找到) (NP (DNP (NP (PRP 自己)) (DEG 的)) (NP (NN 星球))))))))))))))))))) ,小王子,532.99,星球,544.24
(S (S (VP (VV 看))) (S (NP (NP (PRP 我)) (DP (DT 那) (CLP (M 颗))) (NP (NN 行星))) (NP (PRP 它)) (VP (ADVP (AD 恰好)) (VP (VV 在) (LCP (NP (NP (PRP 我们)) (NP (NN 头顶))) (LC 上)))))) ,看,544.79,上,548.08
